User_Id,Cumulative_YoutubeSess_LTE_DL_Time,Cumulative_YoutubeSess_LTE_DL_Volume,Cumulative_YoutubeSess_UMTS_DL_Time,Cumulative_YoutubeSess_UMTS_DL_Volume,Max_RSRQ,Max_SNR,Cumulative_Full_Service_Time_UMTS,Cumulative_Lim_Service_Time_UMTS,Cumulative_No_Service_Time_UMTS,Cumulative_Full_Service_Time_LTE,Cumulative_Lim_Service_Time_LTE,Cumulative_No_Service_Time_LTE,User_Satisfaction
12303,36.756,24738,17.176,5346,-8,14.2,52310,2517,1596,185022,317,4962,0
21807,3.408,36,0,0,-3,29,31302,5597,2921,124247,4603,9284,1
4772,194.515,83110,168.324,17215,-3,-19.8,28256,1303,287,119485,1766,9705,0
17772,2.701,28,121.681,39478,-6,25,87209,1276,525,15017,3182,2138,0
5970,3.504,17,0,0,-4,-19.8,37861,6506,715,194624,3576,11683,0
2191,1127.879,289259,139.369,21827,-4,28,68310,3535,1437,172547,3930,2506,0
3623,6.88,133,83.876,3520,-8,17.7,139276,180,1309,219980,704,8803,0
12223,32.111,630,0,0,-4,25.4,94399,3919,1193,153450,1922,5498,0
2091,617.76,447451,0,0,-7,28.6,49852,2153,2408,167905,5832,11702,0
13505,1210.527,467876,26.799,18969,-5,28.8,55081,6117,436,32948,305,6867,1
1810,25.804,17349,0,0,-3,-19.8,34596,1435,398,125826,4792,948,0
18632,3.499,24,0,0,-7,22,84561,5434,1326,201210,3176,6095,0
5947,177.549,152997,119.284,42607,-6,-19.8,61746,652,3659,125019,2226,2863,0
10130,26.622,922,0,0,-3,-19.8,91190,4700,2552,106792,1786,14871,0
18635,229.735,60617,0,0,-4,-19.8,88016,2091,3929,228170,2067,7,0
13938,48.5,30657,3.666,27,-3,-19.8,68517,5448,866,112398,3305,3688,0
21962,49.381,14229,0,0,-6,29.4,44202,222,2496,215698,402,1862,0
20579,25.064,10581,0,0,-6,26,23667,4592,2735,120763,2114,14239,0
21325,7711.564,1939764,40.108,13851,-3,-19.8,77402,916,45,138230,3022,2863,0
12340,7.249,188,0,0,-3,19,41373,3996,773,265446,6235,2978,1
13628,4180.177,1550026,4.447,54,-6,28,78137,5202,2837,26356,814,8841,0
1514,1409.209,1343871,362.345,195178,-5,-19.8,652,1954,2352,203972,6019,5595,1
4482,50.258,17178,2.413,39,-10,19.4,149382,4756,746,6801,2703,5436,1
2023,2681.902,640115,136.686,13745,-7,19.8,91268,3118,2299,231059,2956,3416,0
9417,26.932,405,0,0,-7,20.4,87238,3574,1050,19742,1983,2604,0
7453,37.563,18521,0,0,-4,25,38733,2892,3577,158541,5443,108,0
818,7.783,98,75.924,5751,-6,-19.8,4594,983,2504,66850,3445,1714,1
14508,487.181,126602,40.655,3992,-3,-19.8,130005,5298,851,227314,3034,5116,0
19622,42.084,18209,2.641,11,-4,-19.8,89269,4032,2360,158207,2056,2825,0
7554,5.987,74,0,0,-7,28.8,85447,3718,1257,188231,6546,2973,0
15015,336.381,58283,0,0,-4,-19.7,68356,5045,3122,248743,4373,8521,0
7458,31.712,6471,0,0,-7,25.4,32285,1322,138,157254,3249,6067,1
11839,211.856,185637,5.858,69,-5,-19.8,77237,3245,1713,164984,4155,637,0
17651,1879.051,820047,98.728,16135,-7,28.8,73627,1107,4536,4839,239,5651,1
14807,132.699,54356,0,0,-6,28.6,86577,2688,1119,176765,1777,13380,0
6260,2.715,21,0,0,-6,25.4,87803,8199,3080,162559,665,2297,0
18443,949.967,466001,2.327,28,-6,26.6,91153,719,462,151465,1735,2657,0
21821,159.361,132318,46.733,12647,-4,28,93506,4463,1009,213224,1609,1196,0
16886,7.057,78,9.694,3058,-3,29.8,71215,1768,1625,59255,4240,4944,0
20988,13.016,556,3.246,48,-7,24.6,92864,5129,1008,176863,4432,12785,1
4562,200.698,143316,35.695,2453,-5,-19.8,93363,4741,176,196632,3722,5775,0
16498,317.877,159655,36.529,8674,-4,-19.7,80929,917,1039,208446,5415,12970,0
9064,0,0,21.258,892,-6,28.7,76976,2079,2090,738,4956,5762,1
6000,6.878,111,0,0,-7,18.2,96889,4905,132,207092,3252,9192,0
4461,101.318,3423,0,0,-4,-19.8,122987,2845,658,242035,1500,301,0
12117,500.484,381494,3.327,88,-6,26.2,143721,4023,2780,8161,3900,782,1
23342,2433.587,1569452,719.948,56950,-3,24.8,83262,6755,160,85202,1954,14182,0
10605,284.572,107548,0,0,-5,-19.8,44150,1797,2980,185796,4849,1998,0
23219,8.186,73,0,0,-6,25.4,59749,2376,2164,190131,3250,2736,0
22972,173.257,227101,0,0,-7,23,120314,1987,602,138829,368,5882,0
16857,5.225,59,0,0,-5,27.8,89343,1026,3959,234928,4969,10281,0
7811,419.173,369590,0,0,-3,27.5,81844,5517,1213,90513,3170,2952,0
11326,2.692,52,0,0,-7,28,145754,4081,1064,198339,5908,305,0
4060,23.15,4730,0,0,-5,-19.8,4837,4194,2785,226404,5759,5228,0
3569,580.047,371679,0,0,-8,29.2,96581,3924,938,167798,3654,2284,0
17949,302.366,99142,0,0,-8,19.2,92035,9653,1889,88016,3524,4689,0
17389,12.632,1886,0,0,-5,-19.8,92926,6148,1229,32673,2889,1937,1
5261,7.383,3021,0,0,-6,28.5,51673,4511,2795,11712,5286,2951,0
12173,4041.481,1722664,179.191,14146,-4,27,40729,2879,163,113976,3973,7804,1
10172,10.059,505,2.611,30,-6,25.3,81213,1038,236,208838,1587,5580,0
4999,219.949,104204,152.371,49403,-6,28.2,113832,1637,1909,193823,5124,5958,0
2390,31.535,3261,0,0,-4,24.8,78477,2788,3823,217215,5452,1464,0
14266,45.585,20330,0,0,-6,25.4,65114,5504,1768,52546,1339,809,0
22035,2287.896,973983,0,0,-3,24.6,121672,565,3742,297874,2790,2540,0
16420,823.393,314254,0,0,-3,-19.8,50737,4437,3308,152406,1881,4014,0
5412,2.648,33,0,0,-5,-19.8,86477,4837,2971,295435,2813,1311,0
5137,523.519,147759,0,0,-6,29.6,122827,2820,40,133916,1395,213,0
22650,4931.457,1486699,0,0,-4,29,55699,5018,617,161413,2942,5091,0
8936,53.637,37677,0,0,-7,29.8,112989,3896,1203,158867,6581,4263,0
9560,13.755,20322,0,0,-7,28.4,35935,178,3708,12730,2717,2256,0
4364,1123.088,445009,269.017,27784,-6,22.6,104624,3439,1850,206522,4787,2029,0
645,64.235,27116,169.852,50928,-7,12.4,47949,3012,1962,195626,4993,7359,0
17477,2.371,14,0,0,-9,-20,138613,1715,555,165010,2991,3398,0
6506,17.397,2977,0,0,-3,-19.8,71801,1924,1601,239325,2720,7889,0
12182,3.511,165,0,0,-5,25,32858,61,2823,150012,1274,7597,0
6440,46.05,10830,0,0,-4,27.8,66785,4954,886,219690,4351,7034,0
8760,208.477,176835,3.185,56,-6,28.8,51652,293,91,166711,4262,4452,0
6773,26.654,14433,0,0,-6,19.8,23746,1001,270,126334,5681,3336,1
6903,18.633,1832,0,0,-6,23.4,103901,4479,2681,214651,1462,6046,0
8695,120.427,234109,0,0,-5,-19.8,82859,651,1027,262094,4825,1631,0
333,12.662,4161,380.223,127517,-6,26.6,105875,1894,3374,116787,6951,14484,1
11621,312.053,498150,2.241,60,-3,28.2,96183,4714,18,190931,1810,1624,0
18189,213.866,118891,0,0,-5,-19.8,50981,8185,971,113680,2776,5510,0
14944,1070.022,423877,0,0,-7,23.6,101401,426,1043,157883,6466,3219,0
9754,1084.911,583969,2.791,496,-6,-19.8,61726,5104,1262,184331,2092,9582,0
4749,1732.755,692624,716.254,119893,-7,29.2,92274,5479,604,293495,3335,9856,0
8535,760.085,94840,1267.345,322085,-7,17,67549,7356,2282,171081,1368,839,0
9901,2.849,44,0,0,-7,29.4,87822,6101,2964,244098,6369,14390,0
19680,95.24,41228,0,0,-7,24.4,78304,8337,798,232045,4020,1304,1
1878,527.204,343283,30.137,9623,-3,28.7,52494,1994,195,150187,2646,3740,0
12154,5808.94,5254623,349.971,89600,-3,-19.7,142237,2423,2628,198064,1440,8599,0
3724,2.773,36,0,0,-3,-19.8,76237,6549,512,82666,286,2611,1
17657,113.229,34451,0,0,-6,27.6,1327,6189,1676,85817,3574,4652,1
22626,318.3,157152,50.473,9569,-7,-19.9,72030,832,1574,137246,1258,2173,1
22184,22.897,1866,2.266,57,-6,26.8,88498,1909,4104,113184,3426,5712,1
5204,1801.904,2089064,48.307,512,-6,29.8,40203,2455,1020,163897,2327,4849,0
248,1175.213,709061,0,0,-3,-19.7,63092,183,997,133488,1357,6518,0
6825,8.303,710,0,0,-6,29.6,36093,6063,1737,153657,3134,3120,0
10109,3.309,35,0,0,-3,29.8,53591,5591,1492,220529,3280,6531,1
20457,1676.608,1054776,0,0,-3,3.5,95945,4193,2595,109225,3884,9871,0
8928,23.14,2713,0,0,-4,-19.8,64666,4962,1687,139929,3220,9718,0
18608,10.672,8629,0,0,-3,26,96853,1467,587,264644,4517,12175,0
2,26.882,7231,0,0,-7,25.3,59131,3577,2688,115709,3166,2523,1
21830,81.318,29492,0,0,-6,29.6,90356,796,2669,156623,462,3475,0
15266,100.829,35711,0,0,-4,-19.8,129365,651,1301,169419,1568,8874,0
10122,80.541,66856,0,0,-4,-19.8,99032,9840,193,293364,511,5762,0
9951,5.361,65,0,0,-3,29.6,114073,1325,3170,152967,2564,2437,0
15151,78.381,31405,18.06,1247,-6,-19.8,102524,9092,1544,229371,4221,160,1
19998,12.724,214,0,0,-6,29.8,51021,2330,4439,289344,4934,3629,0
4834,120.016,140913,0,0,-4,2.7,84524,4270,4167,247986,6733,4611,0
17202,2.17,11,0,0,-6,-19.8,114558,3854,4191,234485,4583,409,0
1122,3.54,63,0,0,-3,29.8,87281,3311,3780,249065,466,6642,0
18866,264.942,156400,0,0,-4,-19.8,87418,3188,3646,287521,4341,405,0
21023,61.195,8001,2.553,23,-3,29.6,62653,5778,619,105836,3681,5523,0
10477,74.097,39065,0,0,-4,-19.8,85675,4903,1322,7924,1799,9491,0
9445,50.025,22513,0,0,-6,29.8,74147,9515,419,171739,2899,13395,0
19854,207.933,66637,9.671,776,-6,28.2,46121,918,1857,198277,6986,2305,0
1282,2.129,37,0,0,-9,7,66815,1219,1624,9762,2947,5863,0
3266,422.789,375257,0,0,-3,-19.8,50508,5242,3291,120593,3298,12947,0
517,18.035,157,0,0,-3,-19.8,84390,5502,1746,236784,1304,2900,1
23565,231.856,43019,0,0,-6,22,38318,4146,801,223246,2280,1953,1
9121,110.183,129481,0,0,-3,-19.8,30770,2880,1965,141251,1048,13573,0
5140,1586.442,834554,4.691,24,-4,-19.8,72266,9600,1266,166716,4963,5119,0
23670,56.24,26219,0,0,-3,-19.8,69616,5674,706,114134,2065,3842,0
21415,3.141,40,0,0,-7,25.2,92965,587,71,141744,4819,1670,0
13218,744.867,123052,7.565,387,-7,14.2,47054,9834,271,197523,4089,6028,1
22253,107.904,56945,0,0,-6,27.8,79508,6445,3912,67618,3785,8943,0
18085,2.145,22,0,0,-9,10.4,40887,1637,1051,23580,4409,8624,0
3358,3.28,43,0,0,-7,25.4,109880,3472,2489,147820,2684,4844,0
16033,624.554,224626,0,0,-4,22,85089,4321,1863,210056,2089,3795,0
12087,94.176,50549,0,0,-5,29.6,2242,59,3055,263478,192,8915,0
20300,1525.569,1516832,1256.212,373128,-7,25.6,66659,3987,299,191517,3363,7646,0
7814,36.503,10673,217.622,45254,-6,1.7,39898,7328,740,237084,288,10548,1
15393,2337.572,1736107,68.881,11908,-3,-19.8,84611,4462,995,200387,3685,3354,0
15686,228.84,88590,0,0,-4,16,64192,3414,756,258330,2141,5657,0
14685,290.128,133025,0,0,-6,29.8,31644,3724,2129,141317,1580,9822,0
20428,23.881,10321,0,0,-4,-19.8,87704,6520,277,166482,1258,7892,0
8850,258.87,60812,8.129,1050,-6,-19.8,90182,3701,17,164604,4473,5458,0
2565,2.167,9,0,0,-6,26.8,35634,7939,919,279074,4744,887,0
4037,99.138,17638,36.665,11989,-7,21.2,64315,6389,1952,161729,4369,119,1
22106,5.806,41,2.574,15,-6,28.2,92674,4683,226,129287,467,8791,1
21545,63.681,26062,12.209,3581,-6,26,131060,7111,1600,228725,2865,6988,0
13880,528.678,223436,16.158,8492,-9,-20,91951,393,2106,117805,2082,2420,1
9219,25.283,4827,23.536,8074,-6,28.6,83554,7026,985,250820,3355,2922,0
17536,12.67,83,0,0,-4,-19.8,62859,1081,1899,165230,3048,6152,1
19657,103.075,45298,0,0,-3,-19.8,53443,116,3362,127282,192,3702,0
1638,740.96,624669,12.98,307,-6,29.8,68191,3696,2552,213425,1319,2452,0
15770,7.933,123,0,0,-7,17.2,121364,5890,3941,156714,3298,9613,0
23294,2.2,36,2.212,23,-8,21.5,58204,3374,4897,154012,401,3558,1
13268,0,0,53.74,4276,-9,8,38917,3344,1531,191206,4935,6371,0
17548,0,0,1039.933,130660,-5,27,83895,3765,1481,113203,6896,2197,0
58,196.13,93813,2.769,174,-7,27.5,59993,4589,1767,135879,6843,13104,1
8750,9.424,134,0,0,-6,24.6,67854,2206,1051,156232,2562,9681,0
8211,10.337,66,0,0,-6,23.2,82638,3731,4740,149980,3547,4481,0
17274,10.017,137,0,0,-6,29.4,75393,2843,1248,128590,919,9971,0
10376,24.216,6634,43.658,6894,-7,16.4,84427,3866,2960,159746,983,1024,0
6650,85.088,38102,0,0,-5,20,93796,5449,705,149343,4243,8438,0
17921,14.679,3984,15.585,879,-6,29.4,67973,1202,4465,189765,182,1293,0
19063,122.971,138911,0,0,-8,-19.9,84844,4617,1104,271781,4911,259,1
3228,2257.17,864216,48.499,6311,-7,24.5,102796,7614,3013,142310,4687,4443,0
19604,2.191,9,0,0,-3,-19.8,68006,7577,1479,142074,274,5626,0
12721,198.791,146826,0,0,-7,28.3,82115,8924,1138,172055,894,9255,0
22431,10.769,4698,0,0,-6,29.2,32299,3317,2176,143409,3087,1848,0
21043,1087.809,506898,0,0,-7,29.3,23785,3904,4193,151472,2040,4538,0
16278,310.229,66744,0,0,-6,27.6,82487,5217,1521,150060,4682,3491,0
6549,77.489,14252,485.434,93251,-7,21,4464,4060,3575,237837,2310,8207,0
1842,24.569,4099,19.612,1766,-4,-19.8,50299,3314,1040,113653,4262,5729,1
20149,48.023,10725,0,0,-4,-19.8,83977,4837,707,92544,2822,4209,0
6051,338.008,154675,54.206,6205,-4,-19.9,76406,3221,250,134845,1826,4395,0
16225,73.957,11598,0,0,-3,-19.8,88418,3076,1452,110332,3386,5516,0
21794,0,0,17.3,345,-6,15,81625,7366,611,119531,1793,2399,0
2501,22.06,1262,0,0,-4,-19.7,85014,2536,239,103298,490,5222,0
10322,266.431,85313,12.347,1333,-9,-19.9,61661,4958,2023,153075,6154,1875,1
8450,9.3,178,0,0,-7,24.8,81091,2685,2348,3617,3491,12415,0
21289,165.374,18088,0,0,-6,29.4,62889,4619,2357,290651,6053,8717,0
13549,688.036,93338,50.304,11062,-6,-20,54233,2126,620,121621,1695,6830,0
21322,215.421,112634,0,0,-6,29.6,60228,9574,601,4228,4466,9041,0
11461,4.146,39,2.467,51,-3,27.2,88634,296,1732,164197,5653,4950,1
2766,84.658,60880,0,0,-6,21.8,84089,3935,2000,208621,1098,1034,0
21066,2.86,22,0,0,-6,26.2,94966,372,1770,191698,488,4144,0
389,2.21,20,0,0,-8,27.6,45794,1695,585,191716,3174,4821,0
15044,587.058,208779,275.7,57849,-7,28,143509,2383,3241,268704,4768,8313,0
4425,15.417,8912,0,0,-8,18.6,79539,7691,957,223300,5235,2392,0
18717,2927.058,692847,2093.584,475993,-3,13.8,83063,3834,2662,222911,4409,198,0
1044,9.022,170,3.573,51,-7,29.6,95605,2581,1708,233427,1333,9073,0
3053,92.981,45097,5.6,50,-7,22.8,102549,3997,660,23103,5034,2424,1
2827,419.324,170828,0,0,-6,22.8,41148,179,1210,178544,2774,84,0
21855,3712.732,9412734,0,0,-3,29.8,109244,2400,408,132340,698,4830,0
17418,152.17,96479,31.476,8292,-4,24,85211,4397,494,176171,254,32,0
4678,324.047,172860,122.216,13460,-7,-19.8,64769,837,879,125173,6358,1360,0
3502,5.275,144,0,0,-7,21.2,53476,6771,200,124566,12,8644,0
609,167.184,117304,5.67,114,-3,-19.8,38198,2523,4146,213986,5869,12223,0
15999,78.944,24183,212.303,18971,-6,-19.9,4179,715,1812,117401,3708,8487,0
10519,0,0,320.614,60549,-5,29.4,91917,1879,2690,40181,678,2443,0
3240,107.849,14839,0,0,-7,25.7,51306,2704,3863,218859,3278,8610,0
23313,212.453,221208,0,0,-6,27.6,82341,4916,95,284858,3970,8215,0
11488,2163.217,1167263,130.444,45587,-4,2.3,46353,4797,1160,215724,1079,11783,0
20411,26.738,5471,0,0,-6,28.8,105103,380,1370,285240,2458,9743,0
680,22.369,709,0,0,-3,-19.8,95744,3119,1994,132770,5449,7568,0
10275,55.589,63097,0,0,-6,29.8,41308,5098,2585,163426,3811,1260,0
15502,244.585,94491,0,0,-6,27.4,86705,5588,2608,234207,1169,11871,0
21581,54.766,22635,0,0,-6,29.2,75909,3010,2827,273094,5154,10478,0
20272,1162.859,270882,142.974,27415,-3,26,60064,5338,2996,186115,119,3302,0
16232,361.09,163728,9.029,66,-3,29.6,86423,2695,3268,231911,2237,2409,0
20617,345.36,219439,155.53,54148,-3,2.3,82721,6919,1995,286056,4257,14116,0
10639,19.16,15432,20.641,10604,-3,-19.8,92429,4201,1159,132217,6656,1949,0
5780,163.541,67291,73.085,4619,-8,17.8,77212,778,1330,128419,1762,3162,0
1536,8.807,322,0,0,-3,26.3,88359,2824,1426,273932,2394,9531,0
7715,172.578,136515,4.487,2362,-6,28,98640,7463,961,21557,1930,4908,0
12379,48.502,8215,0,0,-5,29.8,75944,1361,1350,178569,3287,8851,0
6829,0,0,2.031,46,-4,-19.8,86271,560,2246,409,1075,12427,1
2363,292.845,256122,0,0,-7,27.4,107450,6568,2513,232891,469,8675,0
13520,582.625,189576,48.923,16432,-6,29.6,72792,8068,609,179613,3411,2110,0
10194,16.655,3334,14.239,858,-4,-19.9,89691,2273,1644,156816,1862,4944,0
20735,1038.961,375061,27.77,5409,-6,-19.9,91603,6011,1093,154660,4555,5192,0
12974,10.935,152,0,0,-7,28,89703,6616,1696,1107,1822,12088,0
22078,18.791,9713,0,0,-6,28.8,67917,1489,900,17925,3250,392,0
4307,5.679,55,0,0,-6,28.8,77449,4326,1604,196398,4709,6547,0
10704,13.889,20768,0,0,-7,28.7,100174,24,3503,168654,3727,1701,0
15893,4.497,61,0,0,-6,29.6,84771,1303,1567,155180,4396,2661,0
4040,2230.575,873915,551.792,152086,-4,-19.8,63958,2599,4947,158929,4252,2293,0
17718,4079.017,814222,64.387,4725,-3,-19.9,65896,1172,3074,41110,1596,9183,0
648,12.184,274,0,0,-6,26.8,60995,4385,3155,118626,740,2785,0
16266,229.158,55860,0,0,-6,24.2,56931,2079,1172,75981,2276,2733,0
2464,146.024,61218,219.049,66011,-6,-19.8,95187,1614,4756,144694,4026,4750,0
9993,70.65,38596,0,0,-3,15.4,25936,289,2225,217385,2272,4384,0
19969,571.989,323650,12.454,1139,-3,29.6,38173,3287,155,240837,2188,286,0
5119,215.419,217009,0,0,-5,28,94226,3472,204,147105,1271,9033,0
21716,7.998,3052,0,0,-4,-19.7,91833,4681,3383,18301,5089,11282,0
20872,5.622,99,0,0,-3,29.6,929,7683,887,158703,3064,2892,1
23681,1543.492,1210139,4.457,222,-6,23.4,33859,3383,863,183100,2351,6464,0
4693,481.005,297188,0,0,-3,28.6,16033,6371,1786,133276,4342,4693,1
4099,71.728,58835,22.413,390,-3,-19.8,128027,286,2854,171964,4402,9231,1
22726,1331.217,597044,0,0,-7,20,107129,1941,1552,110146,3883,8726,1
565,1695.549,1116981,177.325,25598,-4,-19.8,101467,1525,521,145039,2568,56,0
6478,289.461,111987,42.215,11459,-7,27.8,76900,4330,4567,8268,929,9705,1
10177,467.154,209837,0,0,-6,-20,50825,1492,1604,49510,3740,1258,0
11651,2.259,5,0,0,-7,-20,79046,1844,2860,64137,2417,3627,0
13341,9.002,87,0,0,-3,29.8,96554,1999,2304,118103,3467,287,0
13541,180.908,163180,0,0,-7,26.6,58752,6738,2622,182781,2173,4682,0
4972,6.898,114,0,0,-4,-19.8,120170,711,3722,231548,580,2783,0
16006,596.848,294156,0,0,-7,-19.8,51467,1581,1378,172794,5471,3345,0
6414,15.134,1029,0,0,-6,27.3,148218,4334,4829,154897,3258,3951,0
13756,10.117,53,0,0,-6,19,81362,3799,406,278144,595,3784,0
3928,16.519,2197,0,0,-6,29.4,123537,6989,1041,162277,2271,3509,1
1790,15.522,241,0,0,-6,29.4,58445,1644,2194,186617,4176,4743,1
23296,349.804,133590,0,0,-7,18.2,61366,3911,1597,161116,1434,684,1
3304,118.859,26692,46.311,9588,-6,-19.9,71387,5723,1338,161162,2727,1412,1
6108,218.469,34333,84.704,14311,-6,29.8,106788,5739,2817,22687,1643,3228,0
19928,165.477,17562,1345.324,344702,-6,26.8,83467,8800,574,296437,1284,2911,0
1557,6.155,105,0,0,-3,26.6,126829,9766,1642,73897,3991,9203,0
16661,613.288,283260,101.392,11056,-4,-19.8,64349,2530,472,180624,5689,6754,0
8456,637.711,312446,112.038,22298,-3,28.8,19808,1367,1709,144011,676,12092,1
22859,180.209,158432,0,0,-7,29,56945,7152,3983,138233,4242,2199,1
16609,313.304,169170,13.657,13449,-3,-19.8,100131,4954,3828,119756,6615,3947,0
5079,331.136,178682,0,0,-6,22,90601,6097,1816,156322,4710,920,0
17340,194.76,105941,2.16,83,-7,24.2,48707,2183,2751,127111,700,877,0
22414,13.083,4312,0,0,-7,29,32115,4351,252,194197,1030,12127,0
5065,38.013,16854,2.642,204,-8,-19.9,75676,7639,3153,155520,3858,6054,1
12963,8.76,164,0,0,-3,-19.8,91640,1637,2070,121749,2687,1895,1
3851,90.137,14613,5.852,165,-4,-19.8,53697,4013,1860,176192,5970,6111,1
1109,17.699,2561,0,0,-7,25.8,149535,655,2151,117272,2679,5625,1
17278,3957.754,2165003,29.671,1757,-6,29.7,86020,5011,2863,222957,4308,2897,0
16530,2623.74,1252028,297.199,38253,-3,-19.7,17550,2800,564,269424,3751,1055,0
4112,206.09,60591,13.024,779,-7,26.4,33379,4792,1403,124832,6052,8310,1
16486,465.513,505770,3.827,1784,-7,29,62782,5535,1569,281185,2674,3042,0
15636,0,0,387.68,63038,-4,1.5,94093,9504,3681,265947,5317,7707,0
10789,17.948,2139,9.497,102,-7,21.4,84553,2280,4370,183357,5815,9506,1
22701,247.059,116256,0,0,-6,28.8,145903,191,62,247026,16,9792,0
9065,55.76,38316,0,0,-3,28.8,75009,3459,653,171588,4847,4438,0
13928,216.243,100056,0,0,-7,23,69274,1234,1621,264417,4545,3140,0
13294,72.336,47006,0,0,-4,-19.9,68618,7701,2778,229159,2728,4545,0
7156,16.522,1591,0,0,-6,27.2,82434,3357,92,207588,1484,4697,0
6372,14.572,19173,0,0,-3,18.8,45620,5482,2125,179076,4228,6864,0
21505,1462.964,313650,7.053,646,-3,-19.8,19534,3313,3470,118086,3934,5960,0
5890,9.555,2675,0,0,-7,-19.9,62537,800,2533,272384,4334,11598,1
15845,118.722,36013,0,0,-5,-19.9,105255,3868,1584,273624,3731,8289,0
16741,27.769,9327,0,0,-4,-19.8,867,1804,1048,22013,2059,6993,0
19631,89.247,26967,0,0,-3,26.8,123037,4019,755,232412,2125,1374,0
19147,2.984,97,0,0,-6,27.6,120816,5462,1664,166313,2893,6564,0
15052,866.064,387452,5.449,82,-6,29.8,59117,4850,3476,154718,4453,5495,0
10089,1638.54,1026261,0,0,-6,29,85533,1844,2918,166969,2170,1674,0
6349,834.177,350008,0,0,-7,25.6,41857,4587,879,93253,411,275,1
467,293.891,265167,0,0,-4,-19.9,81998,3534,2863,133909,985,5173,0
21565,635.909,269301,187.999,28290,-3,-19.8,7173,3514,739,173505,8,4179,1
888,734.908,994316,0,0,-3,19,78900,1851,671,103801,4410,8551,0
16936,143.611,91521,0,0,-5,-19.8,110450,4976,2455,224157,2110,1380,0
5692,4.594,145,0,0,-6,27.2,36612,5381,1099,161907,4708,473,0
1759,57.165,59320,0,0,-7,28.4,104571,3364,1740,183115,3622,102,0
6959,2.219,17,0,0,-7,29.8,75952,820,1646,225967,6728,3195,0
18341,1777.957,669162,33.33,5342,-6,27.6,112950,353,3110,252051,3070,5616,0
617,4.491,208,0,0,-6,27.6,99704,3984,2081,241592,2113,806,0
10088,22262.032,3398589,78.564,34715,-5,29.8,26533,4768,4655,143196,843,2396,1
3220,2.384,24,0,0,-6,26.4,57510,834,3009,122467,243,5048,0
1585,56.071,43475,0,0,-3,27.4,63682,3426,2436,249163,4016,5526,0
2040,6.67,13783,0,0,-8,24.8,35100,6199,3981,147440,2986,3149,0
4984,8.68,3860,0,0,-7,22.6,84761,9335,582,215889,4455,5639,1
21503,0,0,6.407,84,-7,21.4,70410,4729,1495,146885,2440,1825,0
22705,1528.206,676024,2.64,11,-6,29.7,72020,2649,2919,172593,6118,135,1
12673,414.559,178653,10.724,868,-7,27.6,80651,4250,4673,206211,1298,2166,0
7768,154.195,64375,0,0,-6,18,85559,4005,3613,291531,4962,4267,0
13724,14.648,265,221.679,46577,-5,-19.8,80492,4598,3454,152748,6165,9674,1
22735,304.024,320659,0,0,-5,28.2,51069,2768,1627,103860,6556,2306,0
4270,2372.729,2566161,22.653,14330,-6,27.8,49225,1969,1882,174249,185,9978,0
19128,622.842,422732,24.161,3196,-7,-19.8,26233,9616,2085,162060,2368,483,0
5935,52.385,50541,0,0,-5,-19.9,90389,2558,1404,7178,2397,3971,0
21780,12.2,5079,0,0,-7,27.2,53995,603,15,20459,1941,6100,0
5318,1579.988,614317,8.933,2371,-9,-20,43153,3589,1137,100074,530,8392,1
2111,46.369,1412,0,0,-5,24,86441,2696,2486,5685,2264,2126,1
19521,354.498,493360,0,0,-3,29.8,54023,5093,1795,172282,6761,6974,0
11024,2.128,33,0,0,-7,14.8,61661,3978,2118,177390,302,2348,0
5386,18574.357,5527520,1287.972,197054,-6,26.2,90455,4388,935,126677,3621,2648,0
8418,0,0,2.129,46,-4,28,89533,1688,1408,150454,5919,3079,0
12877,4.834,507,0,0,-5,24,108664,2979,281,106854,3384,8087,0
20318,19.021,1696,0,0,-7,29,77269,2999,191,128351,2704,4833,1
7270,104.714,35359,0,0,-4,25,33665,7131,2015,218613,357,404,1
16863,828.958,566276,1648.056,554604,-7,-19.8,63968,215,3510,206107,4472,7286,0
17218,382.538,159466,588.907,50253,-4,9.9,11404,3802,800,172986,360,9576,0
4884,216.121,79081,0,0,-5,-19.8,92930,818,3324,106112,4386,3250,0
20524,4.189,13,0,0,-6,26,75872,6698,1914,116388,1506,14029,0
22297,15.259,119,0,0,-6,29.6,42978,6277,636,110040,3521,1793,0
3865,490.442,267124,2.302,24,-3,-19.8,79540,5608,3509,22026,4143,1330,0
890,5.609,139,0,0,-3,-19.8,141214,4853,122,118397,2729,8109,0
11117,33.728,9783,33.664,5140,-4,-19.9,71867,5156,3734,159062,4993,4239,1
18486,155.08,95312,0,0,-8,17,36252,3406,73,7047,264,9973,0
1177,232.604,115814,0,0,-7,-19.9,36775,9062,1596,185599,467,6342,1
7447,183.112,48695,7.838,880,-3,24.6,88122,278,115,75963,3477,13631,0
8058,3273.229,2450639,0,0,-7,22.7,66408,4202,2247,242390,3512,9350,0
18361,75.424,37934,80.95,6233,-8,-20,113146,5432,960,174892,3952,338,1
10845,6.2,86,0,0,-5,-19.8,52552,2487,4362,284471,293,9288,0
8105,570.029,256922,0,0,-7,20.6,90641,1378,1450,155399,1778,7408,0
7047,16.736,5626,0,0,-6,20.2,90545,2786,2860,214335,2084,7057,0
4718,5.51,150,10.213,58,-6,29.4,89220,421,3972,125505,4430,5353,1
